0,1,2,3,4,5,6,7,8
PHF1,NINJ1,ARID5B,P2RY10,RPL36AL,VAMP5,MIEN1,HMGN1,LYL1
BCL2,PTPRE,ABRACL,GLO1,RPS19BP1,IGSF6,PAIP2,EIF3K,HEMGN
RPL36AL,CREG1,GPSM3,COQ7,PA2G4,POLE4,RNF126,SNRPE,SPHK1
SF1,ZNHIT1,LMNA,RPL36,GPR171,TGFBI,CCDC12,EID1,ABCC3
LGALS3BP,RILPL2,CNBP,PHACTR1,SDHC,SELPLG,RGS3,STMN1,HTATIP2
RP11-796E2.4,REEP5,DDX18,CDC40,CDC42EP3,UQCRC1,WDR1,COX7A2L,TJP2
SCML4,UBE2L6,RP11-664D1.1,EIF1B,GRAP2,MYO1F,MT-CO1,IMPDH2,SERPINE2
ANKRD12,NDUFB11,NAP1L4,HLA-DOA,ORAI1,FAM49A,RHOA,MRPL14,FNTB
CTC-523E23.11,HMGB2,CD6,LTA4H,BATF,TMSB10,CXXC5,SAMHD1,GTPBP2
DDX18,CASP4,CAPZB,TCEA1,LY9,MTSS1,ACP1,MCRS1,ST3GAL3
SOCS1,NAGK,EIF4B,CHPT1,SSBP4,C20orf24,ADA,MRPL51,RAB27B
NDNL2,SLC31A2,ST13,KIAA1033,RHOF,CD55,WIPF1,PTRHD1,NEXN
C1QBP,YBX3,AAK1,TNFRSF13B,ITGB7,ZYX,CCDC107,MRPS15,CFL1
HMGN1,CSTA,TRABD2A,RP11-428G5.5,DAD1,BTK,ARL6IP5,COMMD3,ARHGAP21
ADD3,THEMIS2,SPCS1,TLE1,SSNA1,RAB10,SEC61B,MRPL3,C4orf3
MIF,PRDX5,ADH5,SNX22,RPSA,AGTRAP,HMGN3,DRAP1,R3HDM4
TMIGD2,FOS,C14orf166,TRAF5,HSP90AB1,CTSZ,TERF2IP,ZNHIT1,RAB4A
MRPS21,CD4,ANXA11,SP140,JAKMIP1,NANS,SIGIRR,CALR,CMPK1
SMDT1,BLOC1S1,MYLIP,RPL4,SRSF2,GDI2,C19orf66,RNASEH2B,AMD1
SSBP1,ATOX1,HSPE1,MALAT1,NCOR1,INSIG1,TES,BASP1,HEXIM2
FAM102A,HLA-DMB,LITAF,EIF1AY,WDR1,C4orf48,IFNG,MS4A6A,ZGLP1
PCSK1N,RNF7,CCDC109B,LBH,URI1,NAPRT1,PSENEN,PSMG3,CLIC4
ZNF331,OSCAR,SIVA1,CD1C,IL2RB,BATF3,DENND2D,RANBP1,ENDOD1
ATM,NDUFS6,ILF3-AS1,MT-CO2,ITM2B,COX5A,VAMP2,HMGN3,CDYL
BIN1,ZYX,TNFRSF25,C11orf31,CRTAM,CLEC7A,DDOST,TALDO1,MEA1
CDC42SE2,OAZ2,EIF3E,CHI3L2,HDAC1,PFDN5,OPTN,COPZ1,RAB8A
TTC3,RAB31,TMEM173,KDM4B,RGS14,CAPNS1,CSNK2B,MRPS7,TUBB2A
CARS,KLF6,BCL11B,RPL17,CD27,HCLS1,DNAJB11,WDR61,CAPZB
COX4I1,WARS,C19orf60,CYB5A,PILRB,SDCBP,RASSF5,RNF181,VKORC1
TOB1,NDUFB1,FKBP11,GDI2,ACTR3,CSK,IL12RB1,H2AFZ,DNAJC4
AC013264.2,SERPINB6,IDS,RPL35A,CRBN,CTD-2006K23.1,CORO1A,UCP2,MOB3C
TTC39C,MTMR11,TBC1D10C,DAPP1,MYLIP,VPS29,MAF1,DYNLL1,HSPB1
ZNF101,MS4A7,CD47,RBBP7,RPS15A,CCT5,COPE,ILF2,NFE2
TBC1D4,GLUL,PKM,ITSN2,TMEM248,ENY2,GAPDH,CTSZ,SLC44A1
SUCLG2,ATG3,GATA3,RPLP0,PARP8,PRR13,PTPN7,FAM96B,MSN
SIT1,CD300E,NSA2,ADD1,ACAP1,ATP5J2,TBCC,RPS6KA4,ANXA7
PIM1,RASSF4,PPDPF,DARS,RPL9,FLNA,ABI1,PLEK,WIPI1
PRMT10,GPBAR1,NOP58,BBX,FAM49B,REEP5,SEPW1,OS9,GLA
SERINC5,GNB2,PRNP,EIF3L,CDKN2D,LAMTOR5,RBM3,KPNA2,CTSD
CD96,PPP4C,GRAP2,RIC3,CDC42,ATP6V1F,PTPRC,VDAC2,GNAS
STAT3,LILRB2,STAT1,FOXP1,RASAL3,CMTM6,SH2D1A,OTUB1,SDHA
NDUFS5,SULT1A1,CIB1,ISCU,SLC4A10,PRAM1,SIPA1,SEC13,TUBB4B
GPR155,HNMT,TAP1,PAX5,MED10,EIF1,LGALS1,SLC39A3,AGPAT1
EPB41L4A-AS1,MARCO,CD99,PCDH9,SEPT1,MNDA,MAD2L2,NDUFV2,PTP4A2
SON,TNFRSF1B,CD96,CXCR5,PHB,RNF181,SDHAF2,AAMP,LDLRAP1
FXYD5,NRG1,RPL8,ITGAE,ISG20,PPDPF,HDDC2,TMEM256,CMIP
GATA3,SPG21,CMTM8,RHBDF2,HSPE1,PLEK,GYPC,EI24,UBC
FAIM3,CD97,PABPC1,CHD9,IFNG,EPSTI1,NDUFB9,MDH2,PDLIM7
HSPD1,SNX3,NSMCE1,CCNG2,OFD1,RAB24,CNPY2,SDHD,FXYD5
FBLN5,GRB2,ATP5H,NCF4,SPON2,SLC2A6,C9orf16,CYBA,IFRD1
UGP2,CLEC4E,C6orf48,LUC7L3,ATP1B3,EVI2B,RNF213,CLTA,EGLN2
STT3B,ARF5,FBLN5,STAP1,ADAM8,PRDX1,CFLAR,CSNK2B,ZMAT2
SORL1,POU2F2,NECAP2,LSM2,SH3BP5,MOB1A,C19orf10,ATF4,CLTA
TCEA3,NAPRT1,SELM,SPCS2,SURF4,CD300C,ANXA4,TRAPPC1,GNB5
MFNG,ID2,MAPKAPK5-AS1,BCL11A,ATG2A,PSMA7,SASH3,C19orf70,VASP
ISCU,EPSTI1,NDUFA12,DOPEY2,MIAT,ARHGEF40,ARHGEF3,HSD17B10,PLEK
DENND2D,RETN,MALAT1,ANXA4,HNRNPM,RAP1B,SLAMF7,AMD1,ARRB1
HNRNPDL,HSD17B11,PIM2,NFKBID,MZT2B,CD86,NDUFB8-1,PPT1,BCAP31
CYLD,IER2,DGCR6L,COMMD6,ANXA7,IFI35,MANF,CHMP4B,ROGDI
LINC00649,MRPL23,TESPA1,NEMF,CXCR6,DYNLT1,C1orf122,GNAI2,YWHAQ
C1orf228,CDKN1A,NAE1,ACADM,TSC22D3,WSB1,COX6A1,RHOG,ZYX
TSC22D3,UBL5,OXNAD1,SIAH2,PSTPIP1,CLTA,HMOX2,SUPT4H1,KIF2A
MAGEH1,CAPNS1,WTAP,CEPT1,PATL2,CHCHD2,ARHGDIA,PSMB7,DOK1
SVIP,VASP,DENND2D,OSBPL10,CTD-2035E11.3,AGPAT2,BPGM,XRCC6,TPP2
SFXN1,FES,S1PR4,KCNG1,TOB1,LYSMD2,PIM1,ARL4C,MT-ATP6
GIMAP1,MYADM,PDIA3,NUP88,C12orf57,SLC25A3,RPA2,ATP5G2,LINC01003
APRT,ATP5I,CCT7,NCL,MZT2A,TCF7L2,TMBIM4-1,CD302,HPCAL1
XXbac-BPG299F13.17,SYK,ANXA6,APPL1,PTMS,CYTIP,ACAA2,NDUFB4,CXCL16
ETS1,DOK2,PDCD5,PNN,PUF60,CHMP4B,GNPTAB,LGALS3,MTFR1L
PDE7A,ATF3,DSTN,HIST1H2BK,AC006369.2,ODF3B,DCTN3,TGFBI,DOK2
HSPB1,SF3B5,FOXP1,TMEM19,TRMT112,EMR2,C19orf43,UBE2L6,CCNG1
NPM3,STX10,IL27RA,PAWR,MRPS10,SMS,NOP10,HNRNPA3,DAPP1
DNAJB9,CD1D,CCDC167,SETD5-AS1,GGA1,GBP2,ATF6B,BTK,AK3
LSR,COPE,ARL4C,STX5,ITGAL,NUDT16,G6PD,CCT7,NCK2
UBE2D2,DHRS4L2,IER2,WHSC1L1,TRAF3IP3,CASP4,BUD31,SULF2,CRYL1
FGFR1OP2,VAMP5,EID1,TUBB6,RCN2,EIF4EBP1,ICAM3,MTCH2,LMNA
SEPT6,UQCRC1,DUSP2,IFI44L,PRSS23,CSNK2B,CD2BP2,ESD,MIR4435-1HG
RP11-143J12.2,PLSCR1,REXO2,TMEM156,PLGRKT,WAS,HNRNPF,SSB,RAB37
IMPDH2,GNG5,ANAPC16,MACROD2,HNRNPA2B1,ATP5G3,DOK2,EIF4A3,PRKCD
PPP1R2,GNAS,YWHAB,DUSP22,DPY30,ITGAL,GLRX,COMMD4,UBE2B
CCND2,DYNLL1,PYURF,RASGRP3,SDF2L1,NAGK,SRSF9,DCAF7,INSIG1
RNF138,TREX1,PRDX1,ATP2A3,CAPN12,CTSH,GOLGA7,C11orf48,TOLLIP
NMRK1,UBE2D1,UXS1,ALDH16A1,RPL7,DBNL,SF3B4,CPSF6,BLOC1S6
TAF1D,MGST1,TXNIP,LRMP,DAXX,IMPDH1,SDF2L1,GNB1,MAPRE2
ANAPC16,RPS11,GLOD4,SH3BGRL,GBP2,BST2,EMC4,ATP1B3,H3F3B
TC2N,PPT1,GRK6,RP1-313I6.12,MT2A,SH3BP1,SNAPIN,NIPSNAP3A,SPTSSA
CMTM8,MIDN,EEF2,CMPK1,EIF4A2,CTSD,LMAN2,MNDA,PTPRA
RWDD1,FAU,DNAJB9,PHF14,PRNP,WDR83OS,KDELR2,HSH2D,ANKRD10
IL6ST,CLEC12A,FAM102A,C6orf48,GTF3C1,MAP2K3,PSMA7,VBP1,RPA1
CCNG1,HEBP1,IL23A,COBLL1,IL12RB1,NUP214,HNRNPM,THRAP3,ADI1
STAT4,IFI27L2,NUDCD2,BEND5,CDC37,CNPY3,TCF25,LINC00152,BNIP3L
ZNF775,LYL1,ELF1,AIM2,MRPL9,M6PR,DNAJB6,MZT2A,CHD9
MRPS35,CHMP4B,UFC1,SNX10,GHITM,LSM6,SYNGR1,EIF5,CYB5R3
BNIP3,CATSPER1,ITGB7,SMC6,KRT10,ZFP36,PARK7,HEXA,AZIN1
KRT10,NR4A1,SUB1,FRG1B,CCDC85B,GRINA,PLA2G16,PSMB1,UBQLN1
SMIM11,FUOM,SH3BP5,MT-CO1,TGIF1,CEBPD,SUB1,PSMA3,PTTG1IP
TMC8,TGFB1,APRT,EEF1D,PAIP2,MPP1,UBE2L3,VCP,PARK7
CDC25B,CD37,NDNL2,ZFAS1,XRCC5,SNX2,CYB561D2,ITM2C,PHF20L1
FAM134B,RNF181,CD28,NCOR1,MMADHC,COMMD9,POLR2L,NOP56,TP53TG1
SUPT3H,CRTAP,CAPN2,PARP14,CLN3-1,CDKN2D,SEC11A,SEC61G,RHOF
SNORA76,LYST,SNX6,ZRANB2,TUBB,CD52,CTDSP1,TUFM,TWF2
MORF4L1,NUDT16,CLPP,ARID5B,TAGLN2,CAT,RP11-81H14.2,RGS19,EIF2AK1
ARRDC3,PARVG,SORL1,ZDHHC21,CLEC2D,SCPEP1,HEXA,YIF1A,RBM38
AKIRIN1,C9orf89,HNRNPDL,SNAP23,MTFP1,ACAA1,TIGIT,ADI1,CMTM6
ZNF274,LAP3,RNF167,CHCHD10,RNF115,SCO2,SRP9,FERMT3,BTK
SNHG7,ARL6IP4,STT3B,FAM96A,IRF3,RAB5C,GRHPR,SRSF7,MOB1A
MPHOSPH8,SH3BGRL,XRCC5,UBE2E2,PRMT2,COX6A1,LCK,RAN,MYH9
KMT2E,NDUFB10,ATP1A1,SLC25A6,NDUFAF1,ATP5E,TSPAN32,UQCRQ,ZCCHC17
RP11-660L16.2,COX5A,YME1L1,NT5C3A,ADRM1,DYNLL1,HNRNPK,UBE2I,MKRN1
CD247,IFI35,DNAJC19,WDR34,PYHIN1,RAB32,TADA3,PTPRE,ACADVL
HMOX2,ARHGEF40,SRSF3,SHMT2,XCL1,SERPINB1,TPM3,ANP32A,RNF10
CNN2,C14orf2,DEF6,RP11-164H13.1,THEMIS,LILRA2,H2AFZ,CLNS1A,UXS1
TBCC,LSMD1,MATR3,CNFN,ZNF428,CD97,PPP2R5C,UCHL3,RASGRP2
TMEM14B,FBP1,ATP6V0E1,DDX5,DPP4,ATOX1,HENMT1,RGS2,PLBD1
EEF1E1,EIF4E2,HMOX2,TIFA,GAPDH,GLUL,CARHSP1,ARGLU1,LINC00152
C9orf78,SLC43A2,EIF3L,ANKRD13A,ARL6IP1,IRF7,MIR142,MRPL34,KLHDC3
SLC2A4RG,OAS1,DAD1,EIF3D,RPS29,MRPL23,UNC50,WBSCR22,SLC44A2
C12orf65,SCIMP,ATPIF1,PLEKHA2,RAB9A,CNIH4,MDH2,DNAJC4,RPS19BP1
SIRPG,METTL9,ANP32B,PPP3CC,EBP,SEC14L1,EBP,PMVK,SYTL4
LRRN3,UQCR10,FNBP1,UBE2J1,IDH2,LAPTM4A,SPN,MMADHC,RP11-359I18.5
AKTIP,MT-ND3,HMGB1,METTL7A,SPCS1,TMEM179B,PLEKHJ1,PTP4A2,HRASLS
HSPE1,TSEN34,PAG1,IMPDH2,EHD1,ACTR2,YPEL1,MRPL27,NPPA-AS1
FKBP5,AHNAK,GPR171,DOCK8,CELF2,GLIPR1,PILRB,ENHO,RHOBTB1
MLLT3,ZNF467,STMN3,RABEP2,C12orf65,FPR1,ZFAND6,SRSF2,SEC14L5
LRBA,ANAPC11,BTF3,USE1,ABHD14A,SDHB,SP100,FAM49B,SERPINE1
ATP1A1,RAB24,ECH1,CIITA,TBC1D10C,GAPDH,FERMT3,NDUFB5,WNT11
RSBN1,ITGAM,OSTC,UBE2D2,TUBB4B,GSTP1,PRPF40A,CCT6A,AC007879.7
FRA10AC1,LILRB4,RAC2,PNRC1,ARHGAP15,MT-CO2,MYO1G,POLR2H,TDRP
STK4,LRRFIP1,PPIB,CTC-228N24.3,RPS3A,UBE2F,SLC25A3,HNRNPD,SAMD14
EIF3D,IGFBP7,KIF5B,KIAA1407,PSMC5,GNAS,ITGAL,PSMB5,C15orf26
PDCD4,PYGL,IK,CD55,DTD1,LILRB4,VAMP8,STK17B,VIL1
CCDC104,C19orf59,FNTA,ATP5O,CPNE2,MPC1,DUSP2,FTH1,PBX1
LY9,FLNA,TMEM50A,YBX1,NDUFA5,RTN4,ZBTB16,TMED9,GP6
RP1-313I6.12,PID1,CDC25B,SP140L,C5orf56,IFIT3,PDAP1,GLO1,SEPT4
POLR1E,RGS19,ANXA2R,UVRAG,GCLM,RNPEP,GSN,HSP90B1,MYLK
PRR4,RNASE2,SSB,ACP5,ARF1,SNAP29,STAT4,NDUFA2,C12orf39
TBC1D10C,SNF8,BUB3,SH2B2,IFRD1,ATP6V0E1,MYH9,UBE2A,ASAP2
ASH1L,CHMP1B,INPP4B,FAM177B,STX4,PAK1,GIMAP6,ILF3,IDH2
SEPT9,ANXA1,LSM14A,OFD1,VCP,RELT,RASAL3,IGFLR1,hsa-mir-1199
DNAJA3,CD300LF,TBCC,TRAF4,PRDX2,ANXA4,TMEM126B,PSMA1,RSPH9
ANKH,TXNDC17,TERF2IP,ZNF331,VDAC3,LAMTOR2,PITPNC1,TPP1,LINC00984
GSTM3,CYC1,ASF1A,RP9,ASCL2,NAGA,TMEM160,ZYX,TMCC2
MRPL1,IL17RA,DUT,E2F5,ARF6,IDH3G,ADRM1,XRCC5,TGFB1I1
RNF139,MSRB2,CYTIP,RP11-220I1.1,PPP1R11,ZNF703,AATF,HNRNPA2B1,NT5M
NAP1L4,CLEC4A,FAM104A,MARCKSL1,ATP6V0E1,SAMHD1,NDUFS8,TXN2,TNS1
NOG,RAB34,G3BP2,RELB,RPLP0,DPEP2,CDK2AP2,ARPC5,PLA2G4C
CLPP,CD86,BCAS2,GSAP,PPDPF,APLP2,PRPF38A,EZR,C1orf198
OST4,MAPKAPK3,KARS,ZNF791,BRD2,UQCR10,CHMP5,TAF10,RHOA
HAX1,CFL1,H1FX,SEMA4B,RP11-47L3.1,FMNL1,CDKN2D,POP5,ZNF778
FAM107B,LTA4H,GIMAP2,AL592183.1,MORF4L2,TBCB,ATP5J2,IDH3B,RP11-142C4.6
GS1-251I9.4,NCF4,SIGIRR,NAP1L1,ECH1,IFIT1,SRSF11,ATP6V1E1,SH3BGRL2
GGNBP2,CSNK2B,CAMK4,TAPBP,CCSER2,SEPT9,IFI16,CCDC88A,EGFL7
FBL,TLN1,DYNLT3,UBB,C19orf60,TGFB1,PDCD6,MRP63,ARG2
C16orf54,ATP5J2,GOLGA7,CHD2,WTAP,LTA4H,TGFB1,CD59,KIFC3
DAP3,NAAA,IL16,MX1,TRA2B,ARRB1,ATP6V0E1,SNX5,AC092295.7
ODF2L,ATP5EP2,ANXA7,RBBP6,SLAMF7,ATP5C1,TAPSAR1,ALKBH7,SSX2IP
UBIAD1,UBXN11,SON,MRPS18A,C21orf59,NCKAP1L,IL10RA,C12orf75,FAM212B
NIPAL3,TREM1,SIRPG,ENSA,PDCD4,CBR1,MAPK1,FBL,MEST
YPEL5,JTB,CCNG1,BLCAP,LMAN2,SPG21,DNAJC1,SYK,EHD3
CRTC3,MRPL54,ZNF428,FCHSD2,METTL18,ARF5,SH3GLB1,CD63,MTURN
MAGEF1,PHPT1,CBX3,RPS24,PTRH1,LCP1,LUC7L3,CD164,TNFSF4
EBPL,SRA1,LINC00861,FCRL5,ARPC4,MMP24-AS1,LY6E,PSMC5,GUCY1B3
UXS1,ARPC5,ARHGDIA,PWP1,NCK1,PGAM1,NDUFA6,PCMT1,PSRC1
NONO,PLEKHO1,CRBN,CTA-250D10.23,SEP15,GPX4,TUBA1B,SDHC,CTNNAL1
LIMD2,LACTB,CISH,DCLRE1C,SRP9,HOTAIRM1,PLEKHA1,UBL5,EGLN3
SKP1,CLTB,CACYBP,C12orf42,SLC39A7,PTPN18,PSMC3,DBI,TBXA2R
ANKRD44,RTN3,MDH1,TFEB,DNAAF2,SNX10,NDUFA1,SNRPA,WBP5
LINS,MBOAT7,N4BP2L2,NFATC1,EML4,PPT1,ECH1,RAB22A,SIAE
ZFAND1,HN1,SS18L2,AP3B1,CXCR3,FAM45A,GPAA1,ABRACL,NDUFA4
THEMIS,PLIN3,TMSB4X,ATF6B,IL18RAP,VDAC1,DPM2,DEK,TMSB4Y
CD28,RXRA,PPP6C,CPNE5,FAM173A,OSCAR,CIB1,HSPE1,MOB3B
THYN1,NDUFA2,LPAR6,MFF,RAD9A,ABRACL,SH3BP5,NDUFA11,HIST1H2AE
MDS2,C19orf43,ZAP70,MGEA5,MRPL43,WASF2,ARID5A,LRRFIP1,FN3K
THOC3,PARL,IFRD1,NT5E,NPRL2,G0S2,RPN2,NUDT1,RP11-514O12.4
TOPORS-AS1,CBR1,XBP1,CERS4,GPR65,DUSP1,IQGAP2,NDUFS2,PTK2
PRPF38B,ALOX5,FUS,CNR2,MGAT4A,WDR1,EMC3,BABAM1,EFNB1
POP5,TMEM176A,VPS28,RP13-188A5.1,GRWD1,C11orf31,C17orf62,C14orf166,FAM212A
PARP10,CSF2RA,NHP2L1,CAPZA1,TSC22D4,RNF213,RNF167,COMT,DAB2
LYRM5,MYO1F,ETS1,STAG3,PTPN22,POMP,POLR3GL,PLSCR1,MSANTD3
MAT2B,NDUFB7,RBMX,C1orf63,PPP2R2B,PFKL,H3F3A,SAT2,CACTIN
TAGAP,PSME2,CNN2,CYSLTR1,RPSAP58,PSMA4,DDRGK1,RTCB,F11R
ICOS,PCBP1,NDUFV2,ROCK1,CDC25B,FAM49B,SKP1,SLC35B1,LINC01011
UBQLN2,ENTPD1,ZBTB25,ID3,TTC38,PARVG,PSMB7,CSNK1A1,TSPAN18
KIAA1551,APOBEC3B,ACP1,TAF1D,RNF113A,IDH2,ISG15,DNAJC8,ACVR1
CTD-2336O2.1,GAS7,RPL29,MCM5,LAMP1,SNAP23,BANF1,PEBP1,CTDSPL
C19orf60,H2AFJ,CCZ1,METTL21A,LINC00861,LINC00877,PSMD4,CNDP2,LIPA
CD44,SDHB,TAGAP,PTDSS1,MYL6,RTN3,RMDN3,RNF7,MBNL1-AS1
ANP32B,TNFRSF1A,SSR2,CLN8,NOP56,NDUFB5,MRPS12,GGCT,PRUNE
LINC00116,ZNF385A,GMFG,CLIC4,ESYT1,ENO1,TMEM109,TUBB4B,ANO6
PDE3B,C19orf53,NUTF2,SMDT1,FUS,ICAM2,SF3B5,PITHD1,RPGR
PTPRCAP,RNPEP,TRAM1,GRAP,LINC00649,AKIRIN2,ANP32A,CHCHD5,SUSD1
AK5,FIBP,TOMM20,SLC50A1,RNF125,UTRN,SETD3,EFHD2,PANX1
EPS8L2,AOAH,UQCRC2,FADS3,CDK2AP2,SRI,PATL2,PSMB8,SSFA2
CRLF3,PARK7,SUCLG2,IL6,STAT4,TNFRSF14,TNFRSF18,GADD45GIP1,FAM73B
PFN2,PDXK,CCDC107,PPIA,DERL1,EIF6,CSK,S100A11,ACP1
SLC25A45,VMA21,HAPLN3,SYVN1,TPRG1,PSMD4,FAM96B,HNRNPR,SLC35D2
FAM65B,LRP1,SUN2,C19orf25,RBM3,SELK,RASSF1,CD1D,FAM13B
CCDC57,FCGR1B,GIMAP1,MAP3K8,CD69,VIM,KIR2DL3,NUTF2,ARHGAP18
UBALD2,SLC16A3,TCEA1,ZNF639,PCID2,RNF135,WSB1,MAF1,KIFAP3
THEM4,SMARCD3,FUT7,MTPN,MIF4GD,C11orf21,PPIE,GRHPR,CRAT
EPHB6,FIS1,RBM39,SIGLEC10,TECR,RP11-362F19.1,ARHGEF1,SEP15,PYGB
CCDC66,LILRB3,AC013264.2,FGD2,TMC8,RABGAP1L,TFDP2,NDUFA1,PTGIR
CSGALNACT1,SQSTM1,ITGB1,IFI16,ABHD14B,C7orf73,ADH5,OAZ1,GFOD1
MITD1,RPL28,CYTH1,LPAR5,GYPC,UQCRFS1,SNRPB,UBE2J1,GK
GRAP2,BAG1,POLR2C,AL928768.3,SLC20A1,AMICA1,SNRNP70,LSM7,BTBD7
TMEM63A,SMS,HNRNPU,TNFAIP8,HENMT1,ARF1,CAST,MT-CO1,ENO2
LETMD1,ATP5L,PPP1R12A,SMAGP,SYNE1,FAM46A,DERL1,NANS,RILP
CITED4,ZFAND5,CCM2,SIPA1,MRPL10,SNX5,HBA1,PPP1R14B,ZDHHC5
NEMF,HOTAIRM1,KRT10,NASP,BLOC1S4,RIN3,LDHA,DDIT4,USP12
PRMT1,NQO2,EIF5B,EBF1,BTN3A3,ATP1A1,DYNLL1,LSM1,LRP10
EBAG9,C15orf39,C19orf53,AMN1,GNG2,CORO1B,AKAP13,ERCC1,AKIRIN2
FAM175A,COX17,UBAC2,PAOX,ULK3,SERPINB6,VDAC3,ASNA1,RYBP
U2AF1L4,CKLF,SEPT6,APLP2,C11orf48,CECR1,ARHGAP9,YWHAH,CAPN2
PNRC1,NEDD8,CXCR3,PLCG2,TCEB1,CCDC12,PGAM1,EBNA1BP2,LAT
SF3B1,CD83,BTN3A2,MARCH3,NUDCD3,LILRA1,NFATC3,PRPF40A,EMC3
ZC3HAV1,HMOX1,KRTCAP2,LARGE,HSPA9,RER1,RSBN1L,DNAJC15,CYB5R4
INF2,SRSF9,SEPT7,ARFGAP2,CCDC14,ALOX5,SNX17,SNRNP25,ACTR10
COX11,CHCHD5,NDUFA5,NELFCD,SCP2,MBD2,DNAJA1,MRPS16,HIPK2
ECHDC2,WASF2,ID3,RP11-16E12.2,MT1F,ATP5EP2,DBNL,PDHB,NAPG
NHP2,CAMK1,TC2N,NEIL1,ANXA11,NDUFS7,MBNL1,ZNRD1,SCYL2
GCSAM,PRDX6,FAM107B,PNPLA8,TMEM258,ARPC1A,HIST1H2BK,ARL5A,PIK3CG
MYLIP,SHKBP1,NDUFB4,KMO,ENO1,CRIP1,UFC1,MRPS18C,PPP1R14A
WDR54,COMMD9,RGS1,KLF2,TMEM230,PPP4C,ZNF207,TUBA1C,MAD2L1BP
CCND3,NBPF10,EIF2A,FAM212A,RCHY1,NDUFS6,SYNE1,MDH1,FAM118B
MRPL46,SPINT2,SH2D1A,SEPT7,ITK,MT-ND5,UBE2L6,UFC1,BNIP2
NUCKS1,SGK1,EIF3H,RP11-94L15.2,CDC42SE2,SHKBP1,SERTAD1,ARPC2,SPPL3
S100B,CAST,EMC7,BTN2A2,PPM1K,TREX1,LAIR1,DHRS4L2,SPIN2B
RP11-349A22.5,OXA1L,SSBP1,GYLTL1B,UFC1,LSM10,EIF3I,SF3B14,TLK1
ATXN7,AKR1A1,S100A10,BSDC1,DCAF5,RILPL2,GTF3C1,MRPL11,ZNF217
CRBN,IQGAP1,VPS29,ZCCHC10,ERLEC1,MTHFD2,C20orf24,PSMD11,GNA15
THAP7,LTB4R,PSMG2,RPL38,KAT5,CALM3,SPPL2A,ATXN10,INF2
RP11-347P5.1,UQCRQ,CSDE1,ACBD3,BTN3A1,VSTM1,RAB37,HEXB,PDK1
NARG2,NOTCH2NL,GLRX3,ZCCHC11,OCIAD1,CD302,IRF3,SERPINB6,SIAH2
GALT,CSF1R,DNAJA2,HIP1R,STK4,SULT1A1,JTB,COX7A2,MSRB1
RBMX,KYNU,EML4,NUP160,STUB1,CX3CR1,GADD45B,DR1,WRB
LYPD3,SSR4,TMA7,ARHGAP5,DEXI,SSR3,RNF166,C12orf45,ASNA1
HAPLN3,UNC93B1,THYN1,RB1,CCDC88C,YWHAH,RPS19BP1,XAF1,TUBB6
CDC14A,IDH3G,ICOS,BACH2,YARS,SH3GLB1,MRPS11,MLEC,RAD23B
MINOS1,PTAFR,PRKCH,BASP1,MED15,PMVK,CLEC2B,PHB2,DGCR2
CIRBP,LYN,P2RY8,BMS1,TMX4,EMC7,PHPT1,LAGE3,C1orf43
CLEC2D,RAB11FIP1,EIF1AY,MYCBP2,SIRPG,VMA21,LSM1,M6PR,MADD
SEC62,HEXB,U2AF1L4,CAPG,USP16,MT-ND1,RNPEPL1,RPS19BP1,CASP3
PRKCH,MOB3A,TMEM204,CYBA,NUCB2,NEDD8,PSMA6,TPM3,H2AFZ
AP3M2,SIRPA,TXNDC9,SKAP2,GNPTAB,LDHA,YARS,SNF8,PPM1N
CCNB1IP1,APRT,PPP1CC,RP11-796E2.4,GLT8D1,GNAI3,FUT11,FAM105A,TBC1D15
DUSP2,SSR3,LY9,ZNF207,TXN,NDUFA4,ST6GALNAC6,TIMM8B,FHOD1
CLUAP1,NRGN,MGST3,CSK,RNF166,SAP18,MAP3K8,SON,SVIL
NAE1,SNX10,HNRNPC,DZIP3,G3BP2,HERPUD1,DIP2A,GUSB,CYB5D2
CCSER2,GSN,CD46,FDFT1,GON4L,CDH23,NT5C,PPP1CA,PSTPIP2
CHMP7,MYO9B,RP11-51J9.5,DBI,FAM107B,ZNHIT1,RNF125,MRPL15,AKIRIN1
FAM159A,NLRP3,HNRNPA2B1,SF1,S1PR4,PSMB8,RAB5C,ANXA1,C18orf32
ITFG2,ETHE1,DNPH1,LIMS2,BTG3,MLX,ATP5G3,CORO1A,BCL2L1
TNFRSF25,TMEM179B,EIF3I,TBC1D22A,NDUFB8-1,S100A8,IDH2,TRAPPC3,PCIF1
HSBP1L1,NFE2,MRPS30,CCDC12,RP11-94L15.2,TSPAN14,MVD,BLOC1S1,ETV6
ST3GAL1,MPP1,CTC-523E23.11,ADAM19,CMTM3,ACTG1,VDAC2,EIF2S2,NPEPPS
ZNF90,PSMB7,MT1X,BNIP2,ANAPC16,RAB7A,ARF6,PRMT1,RTN3
TSPYL1,FHL3,TNIP1,CCDC91,IK,ATP5F1,HMGN1,TMEM219,MT-CYB
SLFN5,DENND6B,RBM4,WDFY4,CUL4A,SP110,EID1,DNAJB6,TBC1D9B
ZNF131,JOSD2,HN1,SYF2,BTG1,EPN1,AKNA,SPAG7,NDFIP1
SRSF7,ATF4,SLC25A38,ANKRD44,POLR3GL,FIBP,ADAM8,NAPRT1,DCAF6
